Period	Day	Date	Plot	Band	Color Combo	Age	Sex	Seen	Location	Observer	Notes
6	5	19-Apr-17	MI	2680-14529	"O/A,-"	ASY	M	0		JPS	
1	1	1-Feb-17	MM	2770-40608	"P/A,B"	ASY	F				
1	2	2-Feb-17	MM	2770-40608	"P/A,B"	ASY	F				
1	3	3-Feb-17	MM	2770-40608	"P/A,B"	ASY	F				
1	4	4-Feb-17	MM	2770-40608	"P/A,B"	ASY	F				
1	5	5-Feb-17	MM	2770-40608	"P/A,B"	ASY	F				
2	1	15-Feb-17	MM	2770-40608	"P/A,B"	ASY	F				
2	2	16-Feb-17	MM	2770-40608	"P/A,B"	ASY	F				
2	3	17-Feb-17	MM	2770-40608	"P/A,B"	ASY	F				
2	4	18-Feb-17	MM	2770-40608	"P/A,B"	ASY	F				
2	5	19-Feb-17	MM	2770-40608	"P/A,B"	ASY	F				
3	1	1-Mar-17	MM	2770-40608	"P/A,B"	ASY	F	1	B-1	AJS	
3	2	2-Mar-17	MM	2770-40608	"P/A,B"	ASY	F	0		KCO	
3	3	3-Mar-17	MM	2770-40608	"P/A,B"	ASY	F	0		AJS	
3	4	4-Mar-17	MM	2770-40608	"P/A,B"	ASY	F	0		AJS	
3	5	5-Mar-17	MM	2770-40608	"P/A,B"	ASY	F	1	A.6-0.7	JPS	
4	1	15-Mar-17	MM	2770-40608	"P/A,B"	ASY	F	0		JPS	
4	2	16-Mar-17	MM	2770-40608	"P/A,B"	ASY	F	0		LFD	
4	3	17-Mar-17	MM	2770-40608	"P/A,B"	ASY	F	0		KCO	
4	4	18-Mar-17	MM	2770-40608	"P/A,B"	ASY	F	0		JPS	
4	5	19-Mar-17	MM	2770-40608	"P/A,B"	ASY	F	0		AJS	
5	1	1-Apr-17	MM	2770-40608	"P/A,B"	ASY	F	0		JPS	
5	2	2-Apr-17	MM	2770-40608	"P/A,B"	ASY	F	0		AJS	
5	3	3-Apr-17	MM	2770-40608	"P/A,B"	ASY	F	0*	K-6	AJS	IN LII
5	4	4-Apr-17	MM	2770-40608	"P/A,B"	ASY	F	0		BCD	
5	5	5-Apr-17	MM	2770-40608	"P/A,B"	ASY	F	0		JPS	
6	1	15-Apr-17	MM	2770-40608	"P/A,B"	ASY	F	0		LFD	
6	2	16-Apr-17	MM	2770-40608	"P/A,B"	ASY	F	1	A.5-0.5	AJS	
6	3	17-Apr-17	MM	2770-40608	"P/A,B"	ASY	F	0		KCO	
6	4	18-Apr-17	MM	2770-40608	"P/A,B"	ASY	F	1	B-1	AJS	
6	5	19-Apr-17	MM	2770-40608	"P/A,B"	ASY	F	0		AJS	
1	1	1-Feb-17	MII	2770-40613	"P,A/K"	ASY	M	1	F.3-5.5	KCO	
1	2	2-Feb-17	MII	2770-40613	"P,A/K"	ASY	M	1	G5	JPS	
1	3	3-Feb-17	MII	2770-40613	"P,A/K"	ASY	M	1	G-5	LFD	
1	4	4-Feb-17	MII	2770-40613	"P,A/K"	ASY	M	0		JPS	
1	5	5-Feb-17	MII	2770-40613	"P,A/K"	ASY	M	0		LFD	
2	1	15-Feb-17	MII	2770-40613	"P,A/K"	ASY	M	1	F.7-5	LFD	
2	2	16-Feb-17	MII	2770-40613	"P,A/K"	ASY	M	1	G.3-5.5	AJS	
2	3	17-Feb-17	MII	2770-40613	"P,A/K"	ASY	M	1	F.75-5	LFD	
2	4	18-Feb-17	MII	2770-40613	"P,A/K"	ASY	M	0		LFD	
2	5	19-Feb-17	MII	2770-40613	"P,A/K"	ASY	M	0*	I.5-10.2	KCO	
3	1	1-Mar-17	MII	2770-40613	"P,A/K"	ASY	M	1	G-5.5	LFD	
3	2	2-Mar-17	MII	2770-40613	"P,A/K"	ASY	M	0		KCO	
3	3	3-Mar-17	MII	2770-40613	"P,A/K"	ASY	M	0		LFD	
3	4	4-Mar-17	MII	2770-40613	"P,A/K"	ASY	M	0		LFD	"2 others ASY males in Territory.  1 unbanded and A/W,K"
3	5	5-Mar-17	MII	2770-40613	"P,A/K"	ASY	M	0		JPS	
4	1	15-Mar-17	MII	2770-40613	"P,A/K"	ASY	M	0*	G.1-5.5	JPS	
4	2	16-Mar-17	MII	2770-40613	"P,A/K"	ASY	M	0		AJS	
4	3	17-Mar-17	MII	2770-40613	"P,A/K"	ASY	M	0		JPS	
4	4	18-Mar-17	MII	2770-40613	"P,A/K"	ASY	M	0		KCO	
4	5	19-Mar-17	MII	2770-40613	"P,A/K"	ASY	M	1	G-5.5	AJS	
5	1	1-Apr-17	MII	2770-40613	"P,A/K"	ASY	M	0		JPS	
5	2	2-Apr-17	MII	2770-40613	"P,A/K"	ASY	M	0		AJS	
5	3	3-Apr-17	MII	2770-40613	"P,A/K"	ASY	M	0		AJS	
5	4	4-Apr-17	MII	2770-40613	"P,A/K"	ASY	M	0		JPS	
5	5	5-Apr-17	MII	2770-40613	"P,A/K"	ASY	M	0		JPS	
6	1	15-Apr-17	MII	2770-40613	"P,A/K"	ASY	M	0*	I-11	AJS	
6	2	16-Apr-17	MII	2770-40613	"P,A/K"	ASY	M	1	I-11	AJS	
6	3	17-Apr-17	MII	2770-40613	"P,A/K"	ASY	M	1	H.75-11	LFD	
6	4	18-Apr-17	MII	2770-40613	"P,A/K"	ASY	M	1	H.5-11	AJS	
6	5	19-Apr-17	MII	2770-40613	"P,A/K"	ASY	M	1	H.5-11	AJS	
1	1	1-Feb-17	LII	2770-40615	"A,W/B"	ASY	M	0		LFD	
1	2	2-Feb-17	LII	2770-40615	"A,W/B"	ASY	M	0		AJS	
1	3	3-Feb-17	LII	2770-40615	"A,W/B"	ASY	M	0		LFD	
1	4	4-Feb-17	LII	2770-40615	"A,W/B"	ASY	M	0		LFD	
1	5	5-Feb-17	LII	2770-40615	"A,W/B"	ASY	M	0		KCO	
2	1	15-Feb-17	LII	2770-40615	"A,W/B"	ASY	M	0		LFD	
2	2	16-Feb-17	LII	2770-40615	"A,W/B"	ASY	M	0		LFD	
2	3	17-Feb-17	LII	2770-40615	"A,W/B"	ASY	M	0		LFD	
2	4	18-Feb-17	LII	2770-40615	"A,W/B"	ASY	M	1	I.25-6.75	AJS	
2	5	19-Feb-17	LII	2770-40615	"A,W/B"	ASY	M	0*	I-7	KCO	
3	1	1-Mar-17	LII	2770-40615	"A,W/B"	ASY	M	1	G.5-6.5	LFD	
3	2	2-Mar-17	LII	2770-40615	"A,W/B"	ASY	M	0		JPS	
3	3	3-Mar-17	LII	2770-40615	"A,W/B"	ASY	M	0		LFD	
3	4	4-Mar-17	LII	2770-40615	"A,W/B"	ASY	M	0		LFD	
3	5	5-Mar-17	LII	2770-40615	"A,W/B"	ASY	M	1	H.8-6.5	KCO	
4	1	15-Mar-17	LII	2770-40615	"A,W/B"	ASY	M	0		JPS	
4	2	16-Mar-17	LII	2770-40615	"A,W/B"	ASY	M	1	H.9-7.2	LFD	
4	3	17-Mar-17	LII	2770-40615	"A,W/B"	ASY	M	0		KCO	
4	4	18-Mar-17	LII	2770-40615	"A,W/B"	ASY	M	0		AJS	
4	5	19-Mar-17	LII	2770-40615	"A,W/B"	ASY	M	0		AJS	
5	1	1-Apr-17	LII	2770-40615	"A,W/B"	ASY	M	0		JPS	
5	2	2-Apr-17	LII	2770-40615	"A,W/B"	ASY	M	0		AJS	
5	3	3-Apr-17	LII	2770-40615	"A,W/B"	ASY	M	0		AJS	
5	4	4-Apr-17	LII	2770-40615	"A,W/B"	ASY	M	0		BCD	
5	5	5-Apr-17	LII	2770-40615	"A,W/B"	ASY	M	0			
6	1	15-Apr-17	LII	2770-40615	"A,W/B"	ASY	M	0		LFD	
6	2	16-Apr-17	LII	2770-40615	"A,W/B"	ASY	M	0		LFD	
6	3	17-Apr-17	LII	2770-40615	"A,W/B"	ASY	M	0		LFD	
6	4	18-Apr-17	LII	2770-40615	"A,W/B"	ASY	M	0		LFD	
6	5	19-Apr-17	LII	2770-40615	"A,W/B"	ASY	M	0		LFD	
1	1	1-Feb-17	MM	2770-40616	"R,A/R"	ASY	M				
1	2	2-Feb-17	MM	2770-40616	"R,A/R"	ASY	M				
1	3	3-Feb-17	MM	2770-40616	"R,A/R"	ASY	M				
1	4	4-Feb-17	MM	2770-40616	"R,A/R"	ASY	M				
1	5	5-Feb-17	MM	2770-40616	"R,A/R"	ASY	M				
2	1	15-Feb-17	MM	2770-40616	"R,A/R"	ASY	M	0		LFD	
2	2	16-Feb-17	MM	2770-40616	"R,A/R"	ASY	M	1	B-4.5	AJS	
2	3	17-Feb-17	MM	2770-40616	"R,A/R"	ASY	M	0*	A.9-4.6	LFD	
2	4	18-Feb-17	MM	2770-40616	"R,A/R"	ASY	M	1	B-4 	AJS	
2	5	19-Feb-17	MM	2770-40616	"R,A/R"	ASY	M	0		AJS	
3	1	1-Mar-17	MM	2770-40616	"R,A/R"	ASY	M	0		AJS	
3	2	2-Mar-17	MM	2770-40616	"R,A/R"	ASY	M	0		KCO	
3	3	3-Mar-17	MM	2770-40616	"R,A/R"	ASY	M	0		AJS	
3	4	4-Mar-17	MM	2770-40616	"R,A/R"	ASY	M	0		AJS	
3	5	5-Mar-17	MM	2770-40616	"R,A/R"	ASY	M	0		KCO	
4	1	15-Mar-17	MM	2770-40616	"R,A/R"	ASY	M	0		JPS	
4	2	16-Mar-17	MM	2770-40616	"R,A/R"	ASY	M	0		AJS	
4	3	17-Mar-17	MM	2770-40616	"R,A/R"	ASY	M	0		KCO	
4	4	18-Mar-17	MM	2770-40616	"R,A/R"	ASY	M	0		JPS	
4	5	19-Mar-17	MM	2770-40616	"R,A/R"	ASY	M	0		AJS	
5	1	1-Apr-17	MM	2770-40616	"R,A/R"	ASY	M	0		JPS	
5	2	2-Apr-17	MM	2770-40616	"R,A/R"	ASY	M	0		AJS	
5	3	3-Apr-17	MM	2770-40616	"R,A/R"	ASY	M	0		JPS	
5	4	4-Apr-17	MM	2770-40616	"R,A/R"	ASY	M	0		BCD	
5	5	5-Apr-17	MM	2770-40616	"R,A/R"	ASY	M	0		JPS	
6	1	15-Apr-17	MM	2770-40616	"R,A/R"	ASY	M	0			
6	2	16-Apr-17	MM	2770-40616	"R,A/R"	ASY	M	0		LFD	
6	3	17-Apr-17	MM	2770-40616	"R,A/R"	ASY	M	0		LFD	
6	4	18-Apr-17	MM	2770-40616	"R,A/R"	ASY	M	0		JPS	
6	5	19-Apr-17	MM	2770-40616	"R,A/R"	ASY	M	0		JPS	
1	1	1-Feb-17	MI	2770-43315	"K,A/G"	ASY	M	0*	F-2.9	JPS	
1	2	2-Feb-17	MI	2770-43315	"K,A/G"	ASY	M	0		KCO	
1	3	3-Feb-17	MI	2770-43315	"K,A/G"	ASY	M	0*	F.5-2.5	AJS	
1	4	4-Feb-17	MI	2770-43315	"K,A/G"	ASY	M	1	F-2.7	KCO	
1	5	5-Feb-17	MI	2770-43315	"K,A/G"	ASY	M	1	F.5-2.6	JPS	
2	1	15-Feb-17	MI	2770-43315	"K,A/G"	ASY	M	1	E-3	JPS	
2	2	16-Feb-17	MI	2770-43315	"K,A/G"	ASY	M	0*	F-3.3	KCO	
2	3	17-Feb-17	MI	2770-43315	"K,A/G"	ASY	M	1	E.8-3.7	JPS	
2	4	18-Feb-17	MI	2770-43315	"K,A/G"	ASY	M	0		KCO	
2	5	19-Feb-17	MI	2770-43315	"K,A/G"	ASY	M	0		JPS	
3	1	1-Mar-17	MI	2770-43315	"K,A/G"	ASY	M	0		JPS	
3	2	2-Mar-17	MI	2770-43315	"K,A/G"	ASY	M	0*	F-2.5	AJS	
3	3	3-Mar-17	MI	2770-43315	"K,A/G"	ASY	M	0		JPS	
3	4	4-Mar-17	MI	2770-43315	"K,A/G"	ASY	M	0		JPS	
3	5	5-Mar-17	MI	2770-43315	"K,A/G"	ASY	M	0		AJS	
4	1	15-Mar-17	MI	2770-43315	"K,A/G"	ASY	M	0		AJS	
4	2	16-Mar-17	MI	2770-43315	"K,A/G"	ASY	M	0		AJS	
4	3	17-Mar-17	MI	2770-43315	"K,A/G"	ASY	M	0		AJS	
4	4	18-Mar-17	MI	2770-43315	"K,A/G"	ASY	M	0		LFD	
4	5	19-Mar-17	MI	2770-43315	"K,A/G"	ASY	M	0		JPS	
5	1	1-Apr-17	MI	2770-43315	"K,A/G"	ASY	M	1	E-3.75	AJS	
5	2	2-Apr-17	MI	2770-43315	"K,A/G"	ASY	M	0		JPS	
5	3	3-Apr-17	MI	2770-43315	"K,A/G"	ASY	M	0		JPS	
5	4	4-Apr-17	MI	2770-43315	"K,A/G"	ASY	M	0		JPS	
5	5	5-Apr-17	MI	2770-43315	"K,A/G"	ASY	M	0		KCO	
6	1	15-Apr-17	MI	2770-43315	"K,A/G"	ASY	M	0			
6	2	16-Apr-17	MI	2770-43315	"K,A/G"	ASY	M	0		KCO	
6	3	17-Apr-17	MI	2770-43315	"K,A/G"	ASY	M	0		KCO	
6	4	18-Apr-17	MI	2770-43315	"K,A/G"	ASY	M	0		KCO	
6	5	19-Apr-17	MI	2770-43315	"K,A/G"	ASY	M	0		KCO	
1	1	1-Feb-17	LI	2770-43426	"R,B/A"	ASY	M				
1	2	2-Feb-17	LI	2770-43426	"R,B/A"	ASY	M				
1	3	3-Feb-17	LI	2770-43426	"R,B/A"	ASY	M				
1	4	4-Feb-17	LI	2770-43426	"R,B/A"	ASY	M				
1	5	5-Feb-17	LI	2770-43426	"R,B/A"	ASY	M				
2	1	15-Feb-17	LI	2770-43426	"R,B/A"	ASY	M				
2	2	16-Feb-17	LI	2770-43426	"R,B/A"	ASY	M				
2	3	17-Feb-17	LI	2770-43426	"R,B/A"	ASY	M				
2	4	18-Feb-17	LI	2770-43426	"R,B/A"	ASY	M				
2	5	19-Feb-17	LI	2770-43426	"R,B/A"	ASY	M				
3	1	1-Mar-17	LI	2770-43426	"R,B/A"	ASY	M				
3	2	2-Mar-17	LI	2770-43426	"R,B/A"	ASY	M				
3	3	3-Mar-17	LI	2770-43426	"R,B/A"	ASY	M				
3	4	4-Mar-17	LI	2770-43426	"R,B/A"	ASY	M				
3	5	5-Mar-17	LI	2770-43426	"R,B/A"	ASY	M				
4	1	15-Mar-17	LI	2770-43426	"R,B/A"	ASY	M	0		AJS	
4	2	16-Mar-17	LI	2770-43426	"R,B/A"	ASY	M	0		AJS	
4	3	17-Mar-17	LI	2770-43426	"R,B/A"	ASY	M	0		AJS	
4	4	18-Mar-17	LI	2770-43426	"R,B/A"	ASY	M	1	A.9-1.9	LFD	
4	5	19-Mar-17	LI	2770-43426	"R,B/A"	ASY	M	0		LFD	
5	1	1-Apr-17	LI	2770-43426	"R,B/A"	ASY	M	0		AJS	
5	2	2-Apr-17	LI	2770-43426	"R,B/A"	ASY	M	0*	B-1.6	LFD	
5	3	3-Apr-17	LI	2770-43426	"R,B/A"	ASY	M	0		JPS	
5	4	4-Apr-17	LI	2770-43426	"R,B/A"	ASY	M	0		JPS	
5	5	5-Apr-17	LI	2770-43426	"R,B/A"	ASY	M	0		KCO	
6	1	15-Apr-17	LI	2770-43426	"R,B/A"	ASY	M	0		KCO	
6	2	16-Apr-17	LI	2770-43426	"R,B/A"	ASY	M	0*	B-1.6		
6	3	17-Apr-17	LI	2770-43426	"R,B/A"	ASY	M	0		KCO	
6	4	18-Apr-17	LI	2770-43426	"R,B/A"	ASY	M	0		KCO	
6	5	19-Apr-17	LI	2770-43426	"R,B/A"	ASY	M	0		KCO	
1	1	1-Feb-17	MII	2770-43432	"G/R,A"	ASY	F	1	C.5-9	KCO	
1	2	2-Feb-17	MII	2770-43432	"G/R,A"	ASY	F	0		AJS	
1	3	3-Feb-17	MII	2770-43432	"G/R,A"	ASY	F	0		KCO	
1	4	4-Feb-17	MII	2770-43432	"G/R,A"	ASY	F	0*	C.5-9	AJS	OUTSIDE 5 MIN
1	5	5-Feb-17	MII	2770-43432	"G/R,A"	ASY	F	0		AJS	
2	1	15-Feb-17	MII	2770-43432	"G/R,A"	ASY	F	1	C.5-9.2	LFD	
2	2	16-Feb-17	MII	2770-43432	"G/R,A"	ASY	F	0		AJS	
2	3	17-Feb-17	MII	2770-43432	"G/R,A"	ASY	F	0		AJS	
2	4	18-Feb-17	MII	2770-43432	"G/R,A"	ASY	F	1	C.7-9	LFD	
2	5	19-Feb-17	MII	2770-43432	"G/R,A"	ASY	F	0		LFD	
3	1	1-Mar-17	MII	2770-43432	"G/R,A"	ASY	F	0		LFD	
3	2	2-Mar-17	MII	2770-43432	"G/R,A"	ASY	F	0		JPS	
3	3	3-Mar-17	MII	2770-43432	"G/R,A"	ASY	F	0		LFD	
3	4	4-Mar-17	MII	2770-43432	"G/R,A"	ASY	F	0		LFD	
3	5	5-Mar-17	MII	2770-43432	"G/R,A"	ASY	F	0		KCO	
4	1	15-Mar-17	MII	2770-43432	"G/R,A"	ASY	F	0		JPS	
4	2	16-Mar-17	MII	2770-43432	"G/R,A"	ASY	F	0		AJS	
4	3	17-Mar-17	MII	2770-43432	"G/R,A"	ASY	F	0		JPS	
4	4	18-Mar-17	MII	2770-43432	"G/R,A"	ASY	F	0		JPS	
4	5	19-Mar-17	MII	2770-43432	"G/R,A"	ASY	F	0		AJS	
5	1	1-Apr-17	MII	2770-43432	"G/R,A"	ASY	F	0		JPS	
5	2	2-Apr-17	MII	2770-43432	"G/R,A"	ASY	F	0		AJS	
5	3	3-Apr-17	MII	2770-43432	"G/R,A"	ASY	F	0*	I-10	AJS	IN LII
5	4	4-Apr-17	MII	2770-43432	"G/R,A"	ASY	F	0		JPS	
5	5	5-Apr-17	MII	2770-43432	"G/R,A"	ASY	F	0		LFD	
6	1	15-Apr-17	MII	2770-43432	"G/R,A"	ASY	F	0		LFD	
6	2	16-Apr-17	MII	2770-43432	"G/R,A"	ASY	F	0		LFD	
6	3	17-Apr-17	MII	2770-43432	"G/R,A"	ASY	F	0		LFD	
6	4	18-Apr-17	MII	2770-43432	"G/R,A"	ASY	F	0		LFD	
6	5	19-Apr-17	MII	2770-43432	"G/R,A"	ASY	F	0		LFD	
